"","Finished","Progress","Consent_statement","Work_from_home_Freq_19","Work_from_home_Freq_20","Weekly_Working_hrs_19","Weekly_Working_hrs_20","Traditional work hours_19  (9-5, Mon - Fri)","Early mornings_19  (5am - 9am)","Early evenings_19  (5pm - 9pm)","Late evenings_19  (5pm - midnight)","Overnight_19 (midnight - 5am)","Traditional work hours_20  (9-5, Mon - Fri)","Early mornings_20  (5am - 9am)","Early evenings_20  (5pm - 9pm)","Late evenings_20 (5pm - midnight)","Overnight_20 (midnight - 5am)","Work_schedule_stability_19","Work_schedule_stability_20","Comfortable_lifestyle_19","Lonely_lifestyle_19","Active_lifestyle_19","Connected_lifestyle_19","Peaceful_lifestyle_19","Chaotic_lifestyle_19","Comfortable_lifestyle_20","Lonely_lifestyle_20","Active_lifestyle_20","Connected_lifestyle_20","Peaceful_lifestyle_20","Chaotic_lifestyle_20","Mental_health_19","Mental_health_20","Expected_Income_2021","Income_2020","Income_2019","Age_Group","Adult_count","Children_count","Postcode_range","Year_of_record","Month_of_record"
"85","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",1,1,0,1,1,0,0,0,0,0,"Some small changes","Unpredictable",0,0,1,0,1,0,0,0,0,1,1,1,"Good","Some challenges",101031.214133032,95370.6278177676,83460.1226448432,"(55,80]","More than 3","2","(3050,3150]",2021,"January"
"86","Yes",100,"Agreed","Always","Never","30-40 hours  ","Didn't work",1,0,0,0,0,0,0,0,1,0,"No changes","Unpredictable",1,1,0,0,0,0,1,1,0,1,0,0,"Significant challenges","Some challenges",214686.453013436,214176.810946873,201003.263263549,"(24,45]","2","1","(3050,3150]",2021,"January"
"87","Yes",100,"Agreed","Always","Always","40+ hours ","less than 10 hours",1,0,0,1,1,1,0,0,1,0,"No changes","Unpredictable",1,0,1,0,0,0,0,0,0,0,0,0,"Significant challenges","Good",111635.689668748,92600.169061008,74431.7005942728,"(45,55]","2","1","(3150,3250]",2021,"January"
"88","Yes",100,"Agreed","Never","Never","10-20 hours  ","40+ hours",0,0,0,0,0,0,0,0,1,0,"Unpredictable","Varying",0,0,1,0,0,0,1,1,0,1,0,0,"Significant challenges","Significant challenges",147075.243984628,131109.842051912,120269.891863598,"(24,45]","2","0","(3000,3050]",2021,"January"
"89","Yes",100,"Agreed","Always","Always","30-40 hours  ","Didn't work",1,0,1,0,1,1,0,0,0,0,"No changes","Unpredictable",1,0,1,0,0,0,0,0,0,1,1,1,"Good","Good",66975.673371313,79719.999921052,56419.1801692111,"(45,55]","3","More than 2","(3050,3150]",2021,"January"
"90","Yes",100,"Agreed","Never","Never","10-20 hours  ","40+ hours",1,0,1,1,0,0,0,0,1,0,"Unpredictable","Some small changes",0,0,1,0,0,1,0,1,0,1,0,0,"Significant challenges","Significant challenges",197483.325475688,200774.376494066,182359.877935956,"(24,45]","1","2","(3050,3150]",2021,"January"
"91","Yes",100,"Agreed","Never","Always","30-40 hours  ","Didn't work",1,0,1,1,0,1,0,0,1,0,"No changes","No changes",0,1,1,0,0,0,1,0,0,0,0,0,"Significant challenges","Good",-1473.56724692848,206910.339689736,199719.328295559,"(55,80]","1","0","(3150,3250]",2021,"January"
"92","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,1,0,0,1,0,0,0,1,"Good","Some challenges",316498.96695058,-602.680189503982,283449.899101829,"(55,80]","3","1","(3050,3150]",2021,"January"
"93","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,0,0,1,0,0,0,1,0,0,1,1,1,"Good","Good",185457.705129327,2390.9275475421,172186.718305959,"(24,45]","3","2","(3150,3250]",2021,"January"
"94","Yes",100,"Agreed","Never","About half the time","less than 10 hours  ","40+ hours",1,0,0,0,0,0,0,0,0,0,"No changes","Unpredictable",1,0,1,0,1,0,0,1,0,1,0,1,"Good","Good",84545.8837222263,81769.1155275969,70502.5211484218,"(55,80]","1","1","(3050,3150]",2021,"January"
"95","Yes",100,"Agreed","Always","Always","40+ hours ","40+ hours",0,0,0,0,0,0,0,0,0,0,"Some small changes","Varying",0,0,0,0,0,0,1,1,0,1,0,0,"Good","Some challenges",113394.370720946,104292.241304113,90235.0442846934,"(55,80]","2","1","(3000,3050]",2021,"January"
"96","Yes",100,"Agreed","Never","Always","10-20 hours  ","40+ hours",1,0,0,0,1,1,0,0,1,0,"No changes","Unpredictable",0,0,0,0,1,0,1,0,0,1,0,0,"Good","Good",92752.4732551729,94578.4444271322,86445.10790076,"(45,55]","2","1","(3000,3050]",2021,"January"
"97","Yes",100,"Agreed","Always","About half the time","40+ hours ","10-20 hours",1,0,0,0,0,1,0,1,0,0,"Some small changes","Unpredictable",0,0,0,1,0,1,0,0,0,1,1,1,"Some challenges","Significant challenges",143234.338711114,141807.729141481,126747.500104105,"(55,80]","2","1","(3150,3250]",2021,"January"
"98","Yes",100,"Agreed","Always","Didn't work","less than 10 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,1,1,0,0,0,0,0,0,0,1,0,0,"Good","Some challenges",63363.487066113,-1768.7734234633,51848.1757936863,"(24,45]","1","0","(3000,3050]",2021,"January"
"99","Yes",100,"Agreed","Most of the time","Always","10-20 hours  ","Didn't work",1,0,0,0,0,1,0,1,1,0,"Unpredictable","No changes",0,1,0,0,0,0,0,0,0,1,0,1,"Good","Good",2172.09448705458,94310.2568659367,76251.8496657952,"(24,45]","1","2","(3000,3050]",2021,"January"
"100","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,1,0,0,0,0,1,0,0,"Some challenges","Significant challenges",-4296.5629442909,615.738197005546,98710.615841541,"(45,55]","1","1","(3050,3150]",2021,"January"
"101","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,1,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,0,0,0,1,0,0,"Good","Good",167991.570854176,363.851225720657,165540.926154341,"(24,45]","3","1","(3150,3250]",2021,"January"
"102","Yes",100,"Agreed","Always","Always","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"Unpredictable","Some small changes",0,0,1,0,0,0,0,0,0,1,1,1,"Some challenges","Good",1849.12605595925,96308.7377293664,76648.0304097515,"(45,55]","More than 3","2","(3000,3050]",2021,"January"
"103","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,1,1,0,0,1,0,"Unpredictable","Varying",1,0,1,0,0,0,1,0,0,1,0,1,"Some challenges","Significant challenges",15.2486197044063,80129.1635335496,67943.8148188577,"(55,80]","3","1","(3050,3150]",2021,"January"
"104","Yes",100,"Agreed","Never","Always","40+ hours ","30-40 hours",0,0,1,0,0,1,0,1,0,1,"Unpredictable","No changes",1,0,0,0,0,0,1,0,0,1,0,0,"Good","Significant challenges",66266.5784200449,74811.5322524701,54814.0011151292,"(24,45]","3","2","(3150,3250]",2021,"January"
"105","Yes",100,"Agreed","Never","Always","less than 10 hours  ","Didn't work",1,0,0,0,0,1,0,0,1,0,"No changes","Unpredictable",0,0,1,0,0,1,0,0,1,0,0,0,"Good","Good",71943.419191288,66415.4298125458,50063.0687203299,"(24,45]","2","2","(3000,3050]",2021,"January"
"106","Yes",100,"Agreed","Never","Always","30-40 hours  ","20-30 hours",0,1,0,0,0,0,1,0,0,1,"Some small changes","Some small changes",0,0,1,0,1,0,1,0,1,1,0,1,"Good","Good",122734.250001134,113669.236742104,101318.374652799,"(45,55]","2","1","(3150,3250]",2021,"January"
"107","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,1,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,1,0,1,0,0,1,0,0,0,1,0,1,"Good","Some challenges",75664.2116580759,2797.95320523114,47141.8647142904,"(24,45]","3","1","(3050,3150]",2021,"January"
"108","Yes",100,"Agreed","About half the time","Never","10-20 hours  ","10-20 hours",1,1,0,0,0,0,0,0,0,0,"No changes","Varying",0,0,0,1,0,0,1,0,0,1,0,0,"Good","Good",57339.1826984211,58750.4119896444,41709.5125022201,"(55,80]","3","2","(3150,3250]",2021,"January"
"109","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,0,0,0,1,0,0,0,0,0,0,"Some challenges","Significant challenges",177687.646488484,74.2022623766771,155327.342686531,"(45,55]","2","1","(3150,3250]",2021,"January"
"110","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","30-40 hours",1,0,0,0,0,1,0,0,1,0,"No changes","Some small changes",1,1,0,0,0,1,1,0,0,0,1,1,"Good","Good",202579.931719945,203786.493184752,184319.249973081,"(55,80]","1","0","(3050,3150]",2021,"January"
"111","Yes",100,"Agreed","About half the time","Sometimes","40+ hours ","Didn't work",1,1,0,0,0,1,0,0,0,0,"Some small changes","Varying",1,0,1,0,1,0,0,0,0,0,0,0,"Good","Some challenges",161712.767444744,168700.165941081,154154.019823268,"(45,55]","More than 3","0","(3050,3150]",2021,"January"
"112","Yes",100,"Agreed","About half the time","Always","Didn't work","30-40 hours",0,0,0,0,0,1,0,0,0,0,"No changes","Varying",1,0,1,0,0,0,0,0,0,0,0,1,"Significant challenges","Good",199808.608448224,206590.674020904,188584.839868759,"(24,45]","2","2","(3050,3150]",2021,"January"
"113","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,1,0,1,0,0,0,1,"Significant challenges","Good",158092.226197617,-520.92350846031,142150.420625864,"(45,55]","3","0","(3050,3150]",2021,"January"
"114","Yes",100,"Agreed","Never","Always","30-40 hours  ","40+ hours",1,0,1,0,0,0,0,0,0,0,"No changes","Unpredictable",1,0,1,0,0,0,1,0,0,1,0,1,"Some challenges","Some challenges",74571.9407456022,85612.353418944,62494.3244332852,"(24,45]","2","2","(3000,3050]",2021,"January"
"115","Yes",100,"Agreed","Always","Didn't work","30-40 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,1,0,0,0,0,0,0,0,0,1,"Some challenges","Good",1506.53948991853,2526.76833477435,29859.0496541557,"(45,55]","2","1","(3050,3150]",2021,"January"
"116","Yes",100,"Agreed","Always","Always","20-30 hours  ","Didn't work",1,0,0,1,0,0,0,0,0,0,"No changes","Unpredictable",1,0,1,0,0,0,1,0,0,0,0,1,"Significant challenges","Good",162987.964052606,162910.490202313,147661.927305422,"(55,80]","3","0","(3050,3150]",2021,"January"
"117","Yes",100,"Agreed","Never","Always","Didn't work","less than 10 hours",1,0,0,0,0,1,1,0,1,1,"No changes","No changes",0,0,0,0,1,0,0,0,0,1,1,1,"Significant challenges","Significant challenges",165089.814457656,170251.944181987,154087.188733514,"(45,55]","3","1","(3050,3150]",2021,"January"
"118","Yes",100,"Agreed","Most of the time","Always","40+ hours ","Didn't work",0,0,0,0,0,1,1,0,0,0,"No changes","Unpredictable",0,0,0,1,1,1,1,0,0,1,0,0,"Significant challenges","Good",66363.082742343,75679.4776002722,45365.0353207874,"(55,80]","3","0","(3050,3150]",2021,"January"
"119","Yes",100,"Agreed","Sometimes","Most of the time","40+ hours ","Didn't work",1,0,0,0,0,0,0,1,1,0,"No changes","Varying",0,0,0,0,1,1,1,0,0,1,0,1,"Significant challenges","Some challenges",170331.384968579,170374.534841422,159465.460851891,"(45,55]","2","1","(3150,3250]",2021,"January"
"120","Yes",100,"Agreed","Always","Never","40+ hours ","Didn't work",0,0,0,0,0,1,0,0,0,1,"Some small changes","No changes",0,0,1,0,0,1,1,0,0,0,1,0,"Good","Significant challenges",249444.791372101,248862.135258001,234491.42517516,"(24,45]","1","1","(3000,3050]",2021,"January"
"121","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",1,0,0,0,0,0,1,0,1,0,"No changes","Some small changes",1,1,0,1,1,0,0,0,0,0,0,0,"Some challenges","Some challenges",136752.315591269,134246.680570406,116555.820997022,"(24,45]","3","1","(3050,3150]",2021,"January"
"122","Yes",100,"Agreed","Never","Didn't work","20-30 hours  ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,0,0,0,0,0,1,0,0,"Good","Good",122888.306388197,156.583685620045,100144.69767336,"(55,80]","1","2","(3000,3050]",2021,"January"
"123","Yes",100,"Agreed","Never","Never","10-20 hours  ","less than 10 hours",0,1,0,0,0,0,0,0,1,0,"Unpredictable","Varying",0,0,1,0,1,0,0,0,0,1,0,1,"Significant challenges","Significant challenges",100982.522061902,97486.4701396553,81517.2021269243,"(55,80]","2","2","(3000,3050]",2021,"January"
"124","Yes",100,"Agreed","About half the time","Always","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"No changes","Some small changes",0,0,0,1,0,0,1,0,0,1,0,0,"Good","Some challenges",196341.524041833,198300.936418212,182585.747911505,"(55,80]","More than 3","2","(3050,3150]",2021,"January"
"125","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,1,0,0,0,1,0,1,"Good","Significant challenges",140915.94475712,-5527.9828662215,108600.296439196,"(45,55]","1","1","(3000,3050]",2021,"January"
"126","Yes",100,"Agreed","Never","Always","Didn't work","Didn't work",1,0,0,0,1,1,0,0,1,1,"No changes","Varying",0,0,1,1,0,0,0,0,0,1,0,1,"Good","Some challenges",144245.485454411,142966.036833711,128096.711234582,"(55,80]","3","2","(3000,3050]",2021,"January"
"127","Yes",100,"Agreed","Never","Always","20-30 hours  ","less than 10 hours",1,0,0,0,0,1,0,0,1,0,"Unpredictable","Unpredictable",0,0,1,0,0,1,1,0,0,1,0,0,"Some challenges","Significant challenges",115820.394537628,105054.783676292,92020.078258352,"(55,80]","3","1","(3000,3050]",2021,"January"
"128","Yes",100,"Agreed","Always","Always","20-30 hours  ","Didn't work",0,0,0,1,0,1,0,0,1,0,"No changes","Some small changes",0,0,1,0,0,1,1,0,0,0,0,0,"Some challenges","Good",-1247.62124524757,127512.795167363,100603.840439927,"(45,55]","3","2","(3050,3150]",2021,"January"
"129","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","Didn't work",1,0,1,0,1,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,0,0,0,1,1,1,0,1,0,1,"Some challenges","Good",87300.1333291785,-825.914617298841,68229.0434715146,"(45,55]","2","2","(3150,3250]",2021,"January"
"130","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,1,0,0,0,0,1,0,0,"Some challenges","Good",-5622.7712664202,3587.66114356206,95342.2859369035,"(24,45]","3","0","(3150,3250]",2021,"January"
"131","Yes",100,"Agreed","Always","Never","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,0,"Varying","Varying",0,0,0,1,0,0,1,0,0,0,0,1,"Some challenges","Good",66829.485315299,68393.3982887587,62718.2348658293,"(24,45]","2","1","(3050,3150]",2021,"January"
"132","Yes",100,"Agreed","Sometimes","Didn't work","10-20 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,1,1,1,0,0,1,0,0,1,1,1,"Some challenges","Significant challenges",-4325.54004372039,-921.957647101766,63202.0264981264,"(55,80]","3","2","(3050,3150]",2021,"January"
"133","Yes",100,"Agreed","Didn't work","Always","40+ hours ","Didn't work",0,0,0,1,0,1,0,0,1,0,"Some small changes","Varying",0,0,1,0,1,0,0,0,0,0,0,1,"Significant challenges","Some challenges",157625.739377846,151540.142955428,146261.765966572,"(45,55]","1","0","(3050,3150]",2021,"January"
"134","Yes",100,"Agreed","Never","Sometimes","20-30 hours  ","40+ hours",1,0,0,0,0,0,0,0,0,1,"Some small changes","Varying",1,0,1,0,1,1,1,0,0,1,0,0,"Some challenges","Some challenges",134781.29034292,140511.385656203,127507.602086926,"(45,55]","2","0","(3050,3150]",2021,"January"
"135","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,1,1,1,"No changes","Some small changes",0,0,1,0,0,1,1,0,0,1,0,0,"Good","Good",2210.32904136046,126174.884809246,115030.500283733,"(55,80]","3","1","(3050,3150]",2021,"January"
"136","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,1,1,0,0,0,0,"Significant challenges","Some challenges",98782.8658757665,604.03552374095,86805.7935786506,"(55,80]","2","1","(3050,3150]",2021,"January"
"137","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Varying",NA,0,0,1,1,0,0,1,0,0,1,0,1,"Significant challenges","Good",110060.33697183,5953.28353537759,92493.1845803337,"(55,80]","2","1","(3050,3150]",2021,"January"
"138","Yes",100,"Agreed","Most of the time","Always","Didn't work","40+ hours",1,1,1,0,1,0,1,0,0,0,"No changes","Varying",1,0,1,0,0,1,1,0,0,0,0,1,"Significant challenges","Some challenges",141068.021557073,136583.713834243,117345.106808134,"(24,45]","2","2","(3150,3250]",2021,"January"
"139","Yes",100,"Agreed","Sometimes","Always","20-30 hours  ","30-40 hours",1,0,0,0,1,0,0,0,1,0,"No changes","No changes",1,0,1,0,0,0,1,0,0,1,1,1,"Some challenges","Good",98509.1387903311,110593.914407171,86315.8250915896,"(45,55]","3","2","(3050,3150]",2021,"January"
"140","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,1,0,0,1,0,0,0,0,0,"Good","Significant challenges",170574.558504595,-703.475996959899,149035.707877904,"(45,55]","1","More than 2","(3150,3250]",2021,"January"
"141","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",0,0,0,0,0,0,0,0,1,1,"Some small changes","Varying",1,0,1,0,0,0,0,0,0,0,0,0,"Significant challenges","Significant challenges",288165.034143991,289545.272357625,266548.502744714,"(24,45]","2","0","(3000,3050]",2021,"January"
"142","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,1,0,0,0,1,0,0,"No changes","Unpredictable",0,0,1,0,0,0,1,0,0,0,1,1,"Good","Some challenges",5220.74948902813,80200.5967068333,65481.8475375412,"(55,80]","1","1","(3150,3250]",2021,"January"
"143","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",1,0,0,0,0,0,0,0,1,0,"No changes","Unpredictable",1,0,1,1,0,0,0,0,1,1,1,1,"Good","Some challenges",84144.9239461468,90372.9930997023,62163.7116717038,"(45,55]","2","2","(3050,3150]",2021,"January"
"144","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,1,1,0,1,0,0,0,0,"Some small changes","Varying",0,0,0,0,0,0,1,0,1,1,0,0,"Good","Some challenges",84829.5212444027,81764.6984360803,62984.1921478699,"(24,45]","3","1","(3150,3250]",2021,"January"
"145","Yes",100,"Agreed","Always","Didn't work","30-40 hours  ","Didn't work",1,0,0,1,1,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,0,0,0,0,1,0,0,0,0,1,"Good","Good",107406.652744311,-2517.00775805462,89533.4228685319,"(45,55]","2","0","(3050,3150]",2021,"January"
"146","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,0,0,0,0,1,0,"No changes","Unpredictable",1,0,1,0,0,0,0,0,0,1,0,0,"Good","Some challenges",150670.682939864,145120.520652163,130890.85526099,"(55,80]","2","1","(3050,3150]",2021,"January"
"147","Yes",100,"Agreed","Never","Sometimes","40+ hours ","20-30 hours",0,0,0,0,1,1,0,0,1,0,"No changes","Varying",0,0,0,0,0,0,1,0,0,0,0,0,"Good","Some challenges",101314.040947442,102410.656435244,89332.902641803,"(45,55]","3","1","(3050,3150]",2021,"January"
"148","Yes",100,"Agreed","Never","Always","less than 10 hours  ","30-40 hours",1,0,0,0,0,1,0,0,1,1,"No changes","Unpredictable",1,0,1,0,0,0,1,0,0,0,1,0,"Good","Good",90430.3013866538,109442.854965717,73522.5824116836,"(55,80]","2","1","(3050,3150]",2021,"January"
"149","Yes",100,"Agreed","About half the time","About half the time","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,0,0,"Some small changes","Varying",0,0,1,0,0,0,0,1,0,0,0,1,"Good","Significant challenges",563.60461361067,112056.043855379,93278.0493988375,"(55,80]","1","1","(3050,3150]",2021,"January"
"150","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",0,0,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,0,0,0,0,0,0,0,"Good","Some challenges",69775.6633245996,-81.8409668560328,58978.5863550647,"(24,45]","2","1","(3150,3250]",2021,"January"
"151","Yes",100,"Agreed","About half the time","Most of the time","20-30 hours  ","less than 10 hours",1,0,0,0,0,0,0,0,1,0,"Varying","Unpredictable",1,0,1,1,0,0,0,0,0,1,0,0,"Significant challenges","Significant challenges",189708.64077948,186851.577650958,171048.02239057,"(45,55]","2","0","(3000,3050]",2021,"January"
"152","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"Varying",NA,1,0,0,0,1,0,1,0,0,0,0,0,"Significant challenges","Some challenges",113423.03191189,666.816131474855,104721.971765187,"(24,45]","3","0","(3050,3150]",2021,"January"
"153","Yes",100,"Agreed","Never","Always","20-30 hours  ","10-20 hours",0,0,0,0,1,1,0,0,0,0,"Varying","Some small changes",0,0,0,0,0,0,1,0,0,0,0,1,"Good","Good",114374.399509639,121785.031814122,96571.7866579929,"(24,45]","3","0","(3050,3150]",2021,"January"
"154","Yes",100,"Agreed","Never","Most of the time","40+ hours ","10-20 hours",1,0,0,0,0,1,0,0,1,0,"No changes","Some small changes",1,0,1,0,0,0,1,0,1,1,0,0,"Good","Some challenges",80859.2580592675,67929.8499962873,58526.3653451921,"(45,55]","3","0","(3050,3150]",2021,"January"
"155","Yes",100,"Agreed","Never","Always","Didn't work","10-20 hours",1,0,0,0,0,0,0,0,1,0,"Some small changes","Varying",0,0,0,1,0,1,1,0,0,1,0,0,"Good","Good",147467.188251706,149954.845227746,138937.203070286,"(24,45]","2","0","(3050,3150]",2021,"January"
"156","Yes",100,"Agreed","About half the time","Always","40+ hours ","40+ hours",0,0,0,0,0,1,0,1,1,0,"No changes","Some small changes",0,0,0,0,0,0,0,1,0,0,0,1,"Good","Some challenges",133926.025793444,135702.792242584,125709.436334997,"(24,45]","1","0","(3000,3050]",2021,"January"
"157","Yes",100,"Agreed","Never","Always","30-40 hours  ","less than 10 hours",1,0,0,1,0,0,0,0,1,0,"No changes","Unpredictable",1,0,1,0,0,0,0,0,0,1,0,0,"Good","Significant challenges",241295.419403415,252528.133874327,229181.474248482,"(45,55]","3","0","(3150,3250]",2021,"January"
"158","Yes",100,"Agreed","Never","Always","10-20 hours  ","Didn't work",1,0,0,0,0,1,0,0,1,0,"Unpredictable","Varying",1,0,1,0,1,0,1,0,0,1,0,0,"Good","Good",3236.27043300651,146357.814294891,133901.967949494,"(45,55]","More than 3","1","(3050,3150]",2021,"January"
"159","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,0,"No changes","Unpredictable",0,0,0,0,0,0,1,0,1,1,0,1,"Significant challenges","Significant challenges",137271.203643294,135379.356255911,124900.987721542,"(45,55]","2","1","(3000,3050]",2021,"January"
"160","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,1,0,0,0,0,0,1,1,0,"Good","Some challenges",69877.6168865222,1287.67264802356,62591.1699853164,"(45,55]","2","0","(3150,3250]",2021,"January"
